TotalAmount;BikePurchase;CustomerID;Country;CountryRegionCode;Group;PersonID;PersonType;DateFirstPurchase;yearpurchase;monthpurchase;daypurchase;BirthDate;Age;MaritalStatus;YearlyIncome;Gender;TotalChildren;Education;Occupation;HomeOwnerFlag;NumberCarsOwned
6497,21;1;13556;France;FR;Europe;12031;IN;2002-06-21 00:00:00.000;2002;6;21;1969-11-13 00:00:00.000;52;S;25001-50000;F;0;Graduate Degree;Clerical;1;0
4443,3796;1;13557;United Kingdom;GB;Europe;17591;IN;2003-06-18 00:00:00.000;2003;6;18;1969-07-25 00:00:00.000;52;M;25001-50000;F;0;Graduate Degree;Clerical;1;0
6500,22;1;13558;France;FR;Europe;17407;IN;2002-06-18 00:00:00.000;2002;6;18;1969-06-22 00:00:00.000;52;M;25001-50000;F;0;Graduate Degree;Clerical;1;0
6508,71;1;13559;Germany;DE;Europe;14127;IN;2001-08-29 00:00:00.000;2001;8;29;1969-06-17 00:00:00.000;52;S;25001-50000;F;0;Graduate Degree;Skilled Manual;1;0
6453,23;1;13560;Germany;DE;Europe;5074;IN;2001-09-19 00:00:00.000;2001;9;19;1969-08-16 00:00:00.000;52;M;25001-50000;M;0;Graduate Degree;Skilled Manual;1;0
4393,3582;1;13561;United Kingdom;GB;Europe;19030;IN;2003-06-02 00:00:00.000;2003;6;2;1969-08-07 00:00:00.000;52;M;25001-50000;M;0;Graduate Degree;Skilled Manual;1;0
4369,0882;1;13562;United Kingdom;GB;Europe;3910;IN;2003-06-26 00:00:00.000;2003;6;26;1969-07-15 00:00:00.000;52;S;25001-50000;M;0;Graduate Degree;Skilled Manual;1;0
5948,23;1;13563;United Kingdom;GB;Europe;20158;IN;2001-07-11 00:00:00.000;2001;7;11;1969-08-01 00:00:00.000;52;M;25001-50000;M;0;Graduate Degree;Skilled Manual;0;0
5932,22;1;13564;France;FR;Europe;14186;IN;2002-06-07 00:00:00.000;2002;6;7;1952-03-25 00:00:00.000;69;M;0-25000;F;3;Partial College;Manual;0;2
4775,63;1;13565;France;FR;Europe;2668;IN;2002-07-26 00:00:00.000;2002;7;26;1951-09-20 00:00:00.000;70;M;0-25000;F;3;Partial College;Manual;0;2
5935,55;1;13567;Germany;DE;Europe;14393;IN;2001-09-05 00:00:00.000;2001;9;5;1951-09-25 00:00:00.000;70;M;0-25000;F;4;High School;Manual;0;2
5948,23;1;13570;Germany;DE;Europe;18161;IN;2001-09-14 00:00:00.000;2001;9;14;1968-06-25 00:00:00.000;53;S;0-25000;M;2;High School;Manual;1;1
5945,23;1;13572;Germany;DE;Europe;17079;IN;2001-09-02 00:00:00.000;2001;9;2;1968-09-11 00:00:00.000;53;S;0-25000;M;3;High School;Manual;1;0
9458,1825;1;13575;France;FR;Europe;19769;IN;2002-07-21 00:00:00.000;2002;7;21;1944-08-25 00:00:00.000;77;M;50001-75000;F;5;High School;Professional;1;2
8330,79;1;13576;United Kingdom;GB;Europe;11896;IN;2001-07-12 00:00:00.000;2001;7;12;1944-12-22 00:00:00.000;77;S;greater than 100000;F;3;Bachelors ;Management;0;3
9450,3225;1;13577;France;FR;Europe;6741;IN;2002-07-24 00:00:00.000;2002;7;24;1945-08-14 00:00:00.000;76;M;50001-75000;M;5;High School;Professional;1;2
7295,04;1;13579;Germany;DE;Europe;17299;IN;2001-09-27 00:00:00.000;2001;9;27;1946-02-26 00:00:00.000;75;M;greater than 100000;M;3;Bachelors ;Management;1;4
7285,57;1;13580;Germany;DE;Europe;19867;IN;2001-09-23 00:00:00.000;2001;9;23;1946-07-18 00:00:00.000;75;M;greater than 100000;F;3;Bachelors ;Management;0;4
8374,79;1;13581;United Kingdom;GB;Europe;14920;IN;2001-07-07 00:00:00.000;2001;7;7;1946-10-19 00:00:00.000;75;M;greater than 100000;M;4;Partial College;Professional;1;4
8375,29;1;13583;United Kingdom;GB;Europe;13606;IN;2001-07-24 00:00:00.000;2001;7;24;1954-11-12 00:00:00.000;67;S;75001-100000;M;3;High School;Professional;1;2
8361,29;1;13584;United Kingdom;GB;Europe;14767;IN;2001-07-29 00:00:00.000;2001;7;29;1953-08-17 00:00:00.000;68;S;50001-75000;M;4;High School;Professional;1;1
8368,29;1;13585;United Kingdom;GB;Europe;8995;IN;2001-07-25 00:00:00.000;2001;7;25;1953-05-17 00:00:00.000;68;M;75001-100000;F;4;Partial College;Professional;0;1
8306,3;1;13590;United Kingdom;GB;Europe;13076;IN;2001-07-06 00:00:00.000;2001;7;6;1953-05-18 00:00:00.000;68;M;greater than 100000;M;0;Bachelors ;Management;0;3
8355,27;1;13591;United Kingdom;GB;Europe;6134;IN;2001-07-05 00:00:00.000;2001;7;5;1953-05-25 00:00:00.000;68;M;greater than 100000;F;0;Bachelors ;Management;1;3
9695,73;1;13592;France;FR;Europe;9423;IN;2002-07-05 00:00:00.000;2002;7;5;1952-06-07 00:00:00.000;69;M;50001-75000;F;5;Partial High School;Skilled Manual;1;2
9390,5325;1;13595;France;FR;Europe;15834;IN;2002-07-16 00:00:00.000;2002;7;16;1951-06-02 00:00:00.000;70;S;50001-75000;M;5;Partial High School;Skilled Manual;1;2
8460,25;1;13600;United Kingdom;GB;Europe;10129;IN;2001-08-06 00:00:00.000;2001;8;6;1951-02-19 00:00:00.000;70;M;greater than 100000;F;4;Partial College;Professional;0;4
8376,28;1;13602;United Kingdom;GB;Europe;7614;IN;2001-08-08 00:00:00.000;2001;8;8;1950-05-17 00:00:00.000;71;M;greater than 100000;F;4;Partial College;Management;1;2
9614,73;1;13605;France;FR;Europe;17980;IN;2002-07-24 00:00:00.000;2002;7;24;1949-11-18 00:00:00.000;72;M;75001-100000;M;5;High School;Management;0;3
7195,58;1;13606;Germany;DE;Europe;9220;IN;2001-10-18 00:00:00.000;2001;10;18;1949-07-01 00:00:00.000;72;M;75001-100000;M;3;Partial College;Management;1;4
6465,03;1;13607;Germany;DE;Europe;7925;IN;2001-10-19 00:00:00.000;2001;10;19;1949-04-05 00:00:00.000;72;S;greater than 100000;M;4;High School;Management;1;3
6872,0582;1;13616;Australia;AU;Pacific;14561;IN;2003-01-15 00:00:00.000;2003;1;15;1976-03-27 00:00:00.000;45;M;50001-75000;M;0;Bachelors ;Professional;1;2
6763,1482;1;13618;Australia;AU;Pacific;10280;IN;2003-01-12 00:00:00.000;2003;1;12;1976-11-14 00:00:00.000;45;S;50001-75000;M;0;Bachelors ;Professional;0;3
6808,0982;1;13619;Australia;AU;Pacific;9978;IN;2003-01-21 00:00:00.000;2003;1;21;1976-05-11 00:00:00.000;45;M;50001-75000;M;0;Bachelors ;Professional;1;3
6848,0682;1;13620;Australia;AU;Pacific;7535;IN;2003-01-07 00:00:00.000;2003;1;7;1976-02-01 00:00:00.000;45;S;50001-75000;M;0;Bachelors ;Professional;0;3
6841,4296;1;13622;Australia;AU;Pacific;18333;IN;2003-01-03 00:00:00.000;2003;1;3;1974-05-07 00:00:00.000;47;M;50001-75000;M;0;Partial High School;Professional;1;4
6962,1382;1;13625;Australia;AU;Pacific;16165;IN;2003-01-22 00:00:00.000;2003;1;22;1973-11-02 00:00:00.000;48;M;75001-100000;M;0;Bachelors ;Professional;1;3
6909,0882;1;13626;Australia;AU;Pacific;15891;IN;2003-01-14 00:00:00.000;2003;1;14;1973-09-20 00:00:00.000;48;M;75001-100000;M;0;Bachelors ;Professional;0;3
6889,1082;1;13629;Australia;AU;Pacific;3491;IN;2003-01-22 00:00:00.000;2003;1;22;1972-07-21 00:00:00.000;49;M;75001-100000;F;0;Bachelors ;Professional;1;3
6824,7296;1;13630;Australia;AU;Pacific;15359;IN;2003-01-02 00:00:00.000;2003;1;2;1972-03-16 00:00:00.000;49;S;75001-100000;F;0;Bachelors ;Professional;0;3
6817,1182;1;13631;Australia;AU;Pacific;11015;IN;2003-01-02 00:00:00.000;2003;1;2;1972-11-03 00:00:00.000;49;M;75001-100000;M;0;Bachelors ;Professional;1;3
6838,4596;1;13632;Australia;AU;Pacific;6183;IN;2003-01-23 00:00:00.000;2003;1;23;1972-02-07 00:00:00.000;49;S;75001-100000;F;0;Bachelors ;Professional;0;3
6803,1382;1;13633;Australia;AU;Pacific;12680;IN;2003-01-26 00:00:00.000;2003;1;26;1972-03-12 00:00:00.000;49;S;75001-100000;M;0;Bachelors ;Professional;1;3
6831,7596;1;13636;Australia;AU;Pacific;2945;IN;2003-01-15 00:00:00.000;2003;1;15;1971-01-02 00:00:00.000;50;M;75001-100000;M;0;Bachelors ;Professional;0;3
6777,1282;1;13637;Australia;AU;Pacific;19396;IN;2003-01-26 00:00:00.000;2003;1;26;1972-09-08 00:00:00.000;49;M;greater than 100000;F;0;Partial College;Management;1;3
6832,1182;1;13638;Australia;AU;Pacific;18645;IN;2003-01-15 00:00:00.000;2003;1;15;1972-07-12 00:00:00.000;49;S;greater than 100000;F;0;High School;Management;1;4
6799,4496;1;13643;Australia;AU;Pacific;20115;IN;2003-01-08 00:00:00.000;2003;1;8;1970-10-06 00:00:00.000;51;S;75001-100000;M;0;Partial High School;Professional;1;4
6864,4596;1;13644;Australia;AU;Pacific;9594;IN;2003-01-17 00:00:00.000;2003;1;17;1970-04-02 00:00:00.000;51;M;75001-100000;F;0;Partial High School;Professional;1;4
6817,1182;1;13645;Australia;AU;Pacific;5486;IN;2003-01-20 00:00:00.000;2003;1;20;1970-09-16 00:00:00.000;51;S;75001-100000;M;0;Partial High School;Professional;1;4
6843,5982;1;13646;Australia;AU;Pacific;17227;IN;2003-01-23 00:00:00.000;2003;1;23;1970-10-09 00:00:00.000;51;M;greater than 100000;M;0;High School;Management;1;4
6793,1482;1;13647;Australia;AU;Pacific;6949;IN;2003-01-02 00:00:00.000;2003;1;2;1970-06-13 00:00:00.000;51;S;greater than 100000;M;0;Partial High School;Professional;1;4
6765,4382;1;13648;Australia;AU;Pacific;10441;IN;2003-01-30 00:00:00.000;2003;1;30;1970-10-09 00:00:00.000;51;S;greater than 100000;M;0;Partial High School;Professional;1;4
6812,1282;1;13649;Australia;AU;Pacific;9922;IN;2003-01-21 00:00:00.000;2003;1;21;1971-05-08 00:00:00.000;50;M;greater than 100000;F;0;Partial High School;Professional;1;4
6768,1382;1;13650;Australia;AU;Pacific;5552;IN;2003-01-12 00:00:00.000;2003;1;12;1971-01-08 00:00:00.000;50;M;greater than 100000;M;0;Partial High School;Management;1;4
6812,1182;1;13651;Australia;AU;Pacific;16895;IN;2003-01-07 00:00:00.000;2003;1;7;1971-09-06 00:00:00.000;50;M;greater than 100000;M;0;Partial High School;Management;1;4
4546,7925;1;13653;Northwest;US;North America;17193;IN;2002-11-14 00:00:00.000;2002;11;14;1941-03-25 00:00:00.000;80;M;75001-100000;M;5;Bachelors ;Management;1;2
4819,3;1;13657;Northwest;US;North America;9431;IN;2002-11-01 00:00:00.000;2002;11;1;1941-03-15 00:00:00.000;80;S;greater than 100000;F;2;Graduate Degree;Management;1;2
4787,61;1;13658;Northwest;US;North America;13669;IN;2002-11-14 00:00:00.000;2002;11;14;1941-03-13 00:00:00.000;80;M;greater than 100000;M;2;Bachelors ;Management;1;4
4750,01;1;13660;Canada;CA;North America;17863;IN;2003-11-21 00:00:00.000;2003;11;21;1942-03-09 00:00:00.000;79;M;50001-75000;M;5;Bachelors ;Management;1;2
5913,24;1;13661;United Kingdom;GB;Europe;16063;IN;2001-08-08 00:00:00.000;2001;8;8;1975-11-07 00:00:00.000;46;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;0
3021,0425;1;13662;France;FR;Europe;4129;IN;2002-07-15 00:00:00.000;2002;7;15;1974-11-24 00:00:00.000;47;S;0-25000;M;0;Partial High School;Manual;1;2
5900,55;1;13666;Germany;DE;Europe;15185;IN;2001-10-15 00:00:00.000;2001;10;15;1973-07-17 00:00:00.000;48;S;0-25000;F;0;Partial High School;Manual;0;2
3001,0425;1;13667;France;FR;Europe;5051;IN;2002-07-06 00:00:00.000;2002;7;6;1973-05-11 00:00:00.000;48;S;0-25000;M;0;Partial High School;Manual;0;2
5933,25;1;13678;United Kingdom;GB;Europe;4461;IN;2001-08-26 00:00:00.000;2001;8;26;1974-06-25 00:00:00.000;47;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;0
5933,26;1;13679;United Kingdom;GB;Europe;17643;IN;2001-08-26 00:00:00.000;2001;8;26;1974-02-03 00:00:00.000;47;M;25001-50000;F;1;Bachelors ;Skilled Manual;1;0
5948,24;1;13680;United Kingdom;GB;Europe;7881;IN;2001-08-20 00:00:00.000;2001;8;20;1974-11-17 00:00:00.000;47;M;25001-50000;F;1;Bachelors ;Skilled Manual;1;0
6509,69;1;13685;Germany;DE;Europe;13614;IN;2001-10-30 00:00:00.000;2001;10;30;1973-02-16 00:00:00.000;48;M;25001-50000;F;1;Bachelors ;Skilled Manual;1;0
6493,24;1;13686;Germany;DE;Europe;20422;IN;2001-10-09 00:00:00.000;2001;10;9;1973-10-14 00:00:00.000;48;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;1
5873,26;1;13687;United Kingdom;GB;Europe;16787;IN;2001-08-12 00:00:00.000;2001;8;12;1973-08-18 00:00:00.000;48;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;1
5898,26;1;13689;United Kingdom;GB;Europe;15221;IN;2001-08-24 00:00:00.000;2001;8;24;1973-04-21 00:00:00.000;48;S;25001-50000;F;0;Graduate Degree;Skilled Manual;0;0
7162,08;1;13690;United Kingdom;GB;Europe;5879;IN;2001-08-26 00:00:00.000;2001;8;26;1972-02-17 00:00:00.000;49;S;0-25000;F;0;Partial High School;Manual;0;2
5976,74;1;13691;United Kingdom;GB;Europe;8853;IN;2001-08-28 00:00:00.000;2001;8;28;1972-10-22 00:00:00.000;49;S;25001-50000;F;2;Partial College;Clerical;1;0
7171,58;1;13693;United Kingdom;GB;Europe;8254;IN;2001-08-21 00:00:00.000;2001;8;21;1971-02-06 00:00:00.000;50;S;0-25000;M;0;Partial High School;Manual;0;2
6485,67;1;13697;Germany;DE;Europe;18378;IN;2001-10-25 00:00:00.000;2001;10;25;1971-06-24 00:00:00.000;50;S;25001-50000;M;2;Partial College;Clerical;1;1
4525,8225;1;13700;Southwest;US;North America;14831;IN;2002-11-25 00:00:00.000;2002;11;25;1975-03-03 00:00:00.000;46;S;25001-50000;M;3;Partial College;Clerical;1;1
4478,8425;1;13702;Southwest;US;North America;5768;IN;2002-11-18 00:00:00.000;2002;11;18;1974-06-16 00:00:00.000;47;S;25001-50000;F;3;Partial College;Clerical;1;2
2736,5325;1;13704;Northwest;US;North America;11799;IN;2002-11-14 00:00:00.000;2002;11;14;1974-09-10 00:00:00.000;47;S;25001-50000;F;0;Graduate Degree;Skilled Manual;1;0
3018,33;1;13705;Northwest;US;North America;4204;IN;2002-11-16 00:00:00.000;2002;11;16;1974-08-12 00:00:00.000;47;S;25001-50000;M;0;Graduate Degree;Skilled Manual;1;0
2337,27;1;13706;Canada;CA;North America;20587;IN;2004-05-31 00:00:00.000;2004;5;31;1975-06-16 00:00:00.000;46;S;25001-50000;F;3;Partial College;Clerical;1;2
2332,28;1;13709;Canada;CA;North America;18583;IN;2004-05-14 00:00:00.000;2004;5;14;1966-08-14 00:00:00.000;55;S;50001-75000;M;0;Graduate Degree;Skilled Manual;0;0
2341,46;1;13710;Canada;CA;North America;11500;IN;2004-05-02 00:00:00.000;2004;5;2;1966-07-14 00:00:00.000;55;S;50001-75000;F;0;Graduate Degree;Skilled Manual;1;0
2380,47;1;13711;Canada;CA;North America;16482;IN;2004-05-19 00:00:00.000;2004;5;19;1966-08-01 00:00:00.000;55;S;50001-75000;M;0;Graduate Degree;Skilled Manual;0;0
4503,8425;1;13712;Northwest;US;North America;15480;IN;2002-11-05 00:00:00.000;2002;11;5;1966-07-02 00:00:00.000;55;S;50001-75000;F;0;Graduate Degree;Skilled Manual;1;0
4828,31;1;13713;Northwest;US;North America;18218;IN;2002-11-28 00:00:00.000;2002;11;28;1966-02-06 00:00:00.000;55;S;50001-75000;M;0;Graduate Degree;Skilled Manual;0;0
3033,31;1;13714;Northwest;US;North America;3010;IN;2002-11-12 00:00:00.000;2002;11;12;1953-07-18 00:00:00.000;68;M;0-25000;F;2;High School;Manual;0;2
2778,5225;1;13715;Southwest;US;North America;15279;IN;2002-12-25 00:00:00.000;2002;12;25;1953-06-25 00:00:00.000;68;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;1
3078,31;1;13716;Southwest;US;North America;6945;IN;2002-12-14 00:00:00.000;2002;12;14;1953-06-13 00:00:00.000;68;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;1
3062,33;1;13718;Northwest;US;North America;13817;IN;2002-12-02 00:00:00.000;2002;12;2;1953-08-24 00:00:00.000;68;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;1
1129,48;1;13719;Canada;CA;North America;16457;IN;2003-11-27 00:00:00.000;2003;11;27;1954-11-27 00:00:00.000;67;M;0-25000;M;2;Partial High School;Manual;0;2
1155,48;1;13720;Canada;CA;North America;17617;IN;2004-03-16 00:00:00.000;2004;3;16;1954-09-19 00:00:00.000;67;M;0-25000;M;3;Partial High School;Manual;0;2
2786,5225;1;13721;Northwest;US;North America;14881;IN;2002-12-20 00:00:00.000;2002;12;20;1954-04-12 00:00:00.000;67;S;0-25000;M;3;Partial High School;Clerical;1;2
3102,8;1;13722;Northwest;US;North America;16173;IN;2002-12-23 00:00:00.000;2002;12;23;1954-12-24 00:00:00.000;67;M;25001-50000;M;1;High School;Manual;1;1
4476,5525;1;13724;Southwest;US;North America;4863;IN;2002-12-12 00:00:00.000;2002;12;12;1954-02-11 00:00:00.000;67;M;25001-50000;M;1;Partial College;Clerical;1;1
4532,5225;1;13725;Southwest;US;North America;5937;IN;2002-12-20 00:00:00.000;2002;12;20;1954-10-08 00:00:00.000;67;M;25001-50000;M;1;Partial College;Clerical;1;1
4500,8225;1;13726;Southwest;US;North America;17600;IN;2002-12-16 00:00:00.000;2002;12;16;1954-07-04 00:00:00.000;67;M;25001-50000;M;1;Partial College;Clerical;1;1
4879,8;1;13728;Southwest;US;North America;3538;IN;2002-12-27 00:00:00.000;2002;12;27;1955-08-26 00:00:00.000;66;M;25001-50000;F;1;Partial College;Clerical;1;1
4883,82;1;13729;Northwest;US;North America;5417;IN;2002-12-26 00:00:00.000;2002;12;26;1955-10-10 00:00:00.000;66;M;25001-50000;M;1;Partial College;Clerical;1;1
4571,0225;1;13730;Northwest;US;North America;13616;IN;2002-12-01 00:00:00.000;2002;12;1;1955-12-25 00:00:00.000;66;M;25001-50000;M;1;Partial College;Clerical;1;1
4553,5225;1;13733;Northwest;US;North America;9394;IN;2002-12-03 00:00:00.000;2002;12;3;1956-09-21 00:00:00.000;65;M;25001-50000;F;1;Partial College;Clerical;1;1
4522,5025;1;13734;Southwest;US;North America;10717;IN;2002-12-07 00:00:00.000;2002;12;7;1956-07-09 00:00:00.000;65;M;25001-50000;F;1;Partial College;Clerical;1;1
4516,5325;1;13735;Northwest;US;North America;17919;IN;2002-12-05 00:00:00.000;2002;12;5;1956-05-07 00:00:00.000;65;M;25001-50000;M;1;Partial College;Clerical;1;1
4478,8425;1;13736;Southwest;US;North America;15215;IN;2002-12-11 00:00:00.000;2002;12;11;1956-01-24 00:00:00.000;65;M;25001-50000;M;1;Partial College;Clerical;1;1
2951,0525;1;13741;Southwest;US;North America;3379;IN;2002-12-17 00:00:00.000;2002;12;17;1957-10-19 00:00:00.000;64;M;25001-50000;F;1;Partial College;Clerical;1;1
2988,3225;1;13742;Northwest;US;North America;6695;IN;2003-01-22 00:00:00.000;2003;1;22;1957-10-20 00:00:00.000;64;M;25001-50000;M;1;Partial College;Clerical;1;1
2349,98;1;13743;Canada;CA;North America;11225;IN;2004-05-10 00:00:00.000;2004;5;10;1957-10-22 00:00:00.000;64;M;25001-50000;F;1;Partial College;Clerical;1;1
2959,0025;1;13744;Northwest;US;North America;5128;IN;2003-01-29 00:00:00.000;2003;1;29;1957-10-12 00:00:00.000;64;M;25001-50000;M;1;Partial College;Clerical;1;1
3282,81;1;13745;Northwest;US;North America;18894;IN;2003-01-28 00:00:00.000;2003;1;28;1957-01-28 00:00:00.000;64;M;25001-50000;M;1;Partial College;Clerical;1;1
3250,11;1;13746;Southwest;US;North America;18336;IN;2003-01-11 00:00:00.000;2003;1;11;1957-02-24 00:00:00.000;64;M;25001-50000;F;1;Partial College;Clerical;1;1
3045,5325;1;13747;Northwest;US;North America;14334;IN;2003-01-31 00:00:00.000;2003;1;31;1957-10-11 00:00:00.000;64;M;25001-50000;M;1;Partial College;Clerical;1;1
7152,09;1;13765;United Kingdom;GB;Europe;9435;IN;2001-09-02 00:00:00.000;2001;9;2;1968-08-11 00:00:00.000;53;M;25001-50000;M;1;Bachelors ;Clerical;1;0
3001,0425;1;13766;France;FR;Europe;11065;IN;2002-07-17 00:00:00.000;2002;7;17;1968-02-04 00:00:00.000;53;M;25001-50000;M;1;Bachelors ;Clerical;1;0
5910,22;1;13767;Germany;DE;Europe;13803;IN;2001-10-11 00:00:00.000;2001;10;11;1968-11-16 00:00:00.000;53;S;25001-50000;F;1;Bachelors ;Clerical;0;0
5063,5225;1;13768;France;FR;Europe;11807;IN;2002-07-20 00:00:00.000;2002;7;20;1968-04-20 00:00:00.000;53;M;25001-50000;M;0;Graduate Degree;Clerical;1;0
5085,5325;1;13769;France;FR;Europe;9339;IN;2002-07-20 00:00:00.000;2002;7;20;1968-09-02 00:00:00.000;53;M;25001-50000;M;0;Graduate Degree;Clerical;1;0
6428,23;1;13770;Germany;DE;Europe;10765;IN;2001-10-20 00:00:00.000;2001;10;20;1968-07-26 00:00:00.000;53;M;25001-50000;M;0;Graduate Degree;Clerical;1;0
6535,69;1;13771;Germany;DE;Europe;19235;IN;2001-11-09 00:00:00.000;2001;11;9;1968-12-24 00:00:00.000;53;S;25001-50000;M;0;Graduate Degree;Clerical;1;0
5928,25;1;13772;United Kingdom;GB;Europe;8992;IN;2001-09-06 00:00:00.000;2001;9;6;1968-10-24 00:00:00.000;53;M;25001-50000;F;0;Bachelors ;Clerical;1;0
4392,74;1;13774;Germany;DE;Europe;6534;IN;2001-11-28 00:00:00.000;2001;11;28;1967-07-11 00:00:00.000;54;S;0-25000;M;3;Partial High School;Manual;1;1
7147,07;1;13777;United Kingdom;GB;Europe;15948;IN;2001-09-26 00:00:00.000;2001;9;26;1967-11-13 00:00:00.000;54;M;25001-50000;M;1;Bachelors ;Clerical;1;0
4397,75;1;13778;Germany;DE;Europe;13232;IN;2001-11-08 00:00:00.000;2001;11;8;1967-11-12 00:00:00.000;54;M;25001-50000;M;1;Bachelors ;Clerical;1;0
3063,0025;1;13779;France;FR;Europe;15938;IN;2002-07-05 00:00:00.000;2002;7;5;1966-11-10 00:00:00.000;55;S;0-25000;M;4;Partial High School;Manual;1;1
6512,19;1;13782;Germany;DE;Europe;12071;IN;2001-11-03 00:00:00.000;2001;11;3;1967-07-21 00:00:00.000;54;M;25001-50000;F;0;Bachelors ;Clerical;1;0
5955,23;1;13783;United Kingdom;GB;Europe;17123;IN;2001-09-18 00:00:00.000;2001;9;18;1967-06-02 00:00:00.000;54;M;25001-50000;M;0;Bachelors ;Clerical;1;0
7138,1;1;13784;United Kingdom;GB;Europe;13176;IN;2001-09-08 00:00:00.000;2001;9;8;1966-01-02 00:00:00.000;55;S;0-25000;M;2;High School;Manual;1;0
4397,75;1;13789;Germany;DE;Europe;19956;IN;2001-11-09 00:00:00.000;2001;11;9;1965-05-20 00:00:00.000;56;S;0-25000;F;4;Partial High School;Manual;1;2
4397,75;1;13790;Germany;DE;Europe;4417;IN;2001-11-17 00:00:00.000;2001;11;17;1965-06-19 00:00:00.000;56;S;0-25000;F;2;High School;Manual;1;0
7216,08;1;13792;United Kingdom;GB;Europe;4852;IN;2001-09-02 00:00:00.000;2001;9;2;1965-04-14 00:00:00.000;56;S;0-25000;M;2;High School;Manual;1;2
3021,0425;1;13793;France;FR;Europe;5403;IN;2002-07-21 00:00:00.000;2002;7;21;1965-10-19 00:00:00.000;56;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;2
7212,06;1;13794;United Kingdom;GB;Europe;7141;IN;2001-09-30 00:00:00.000;2001;9;30;1964-08-26 00:00:00.000;57;S;0-25000;F;2;High School;Manual;1;2
4357,75;1;13795;Germany;DE;Europe;16963;IN;2001-11-05 00:00:00.000;2001;11;5;1964-02-02 00:00:00.000;57;S;0-25000;M;3;High School;Manual;1;1
3010,0325;1;13799;France;FR;Europe;15162;IN;2002-07-19 00:00:00.000;2002;7;19;1966-08-20 00:00:00.000;55;S;25001-50000;M;2;Partial College;Manual;1;0
3262,83;1;13800;France;FR;Europe;6483;IN;2002-07-24 00:00:00.000;2002;7;24;1963-08-02 00:00:00.000;58;M;25001-50000;M;2;Partial College;Manual;0;0
3262,83;1;13801;France;FR;Europe;12333;IN;2002-08-12 00:00:00.000;2002;8;12;1963-11-10 00:00:00.000;58;S;25001-50000;F;2;Partial College;Clerical;1;0
3075,5025;1;13806;France;FR;Europe;3931;IN;2002-08-15 00:00:00.000;2002;8;15;1964-06-05 00:00:00.000;57;M;25001-50000;M;2;Partial College;Clerical;0;2
4506,76;1;13807;Germany;DE;Europe;7876;IN;2001-12-29 00:00:00.000;2001;12;29;1964-10-12 00:00:00.000;57;S;25001-50000;M;2;Partial College;Clerical;1;2
4406,74;1;13808;Germany;DE;Europe;4584;IN;2001-12-06 00:00:00.000;2001;12;6;1964-11-03 00:00:00.000;57;S;25001-50000;M;2;Partial College;Clerical;1;2
3001,0425;1;13811;France;FR;Europe;17641;IN;2002-08-26 00:00:00.000;2002;8;26;1963-04-18 00:00:00.000;58;S;25001-50000;F;2;Partial College;Clerical;1;2
3262,83;1;13812;France;FR;Europe;13975;IN;2002-08-13 00:00:00.000;2002;8;13;1963-05-26 00:00:00.000;58;S;25001-50000;F;2;Partial College;Clerical;1;2
5908,26;1;13820;United Kingdom;GB;Europe;14750;IN;2001-09-28 00:00:00.000;2001;9;28;1963-10-08 00:00:00.000;58;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;0
5940,54;1;13821;United Kingdom;GB;Europe;15869;IN;2001-09-01 00:00:00.000;2001;9;1;1963-05-15 00:00:00.000;58;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;0
6523,21;1;13822;Germany;DE;Europe;10324;IN;2001-12-15 00:00:00.000;2001;12;15;1962-06-08 00:00:00.000;59;M;25001-50000;M;1;Bachelors ;Skilled Manual;1;1
5393,31;1;13823;France;FR;Europe;17732;IN;2002-08-19 00:00:00.000;2002;8;19;1962-05-06 00:00:00.000;59;M;25001-50000;F;1;Bachelors ;Skilled Manual;1;1
4380,04;1;13829;Germany;DE;Europe;14983;IN;2001-12-14 00:00:00.000;2001;12;14;1977-03-11 00:00:00.000;44;S;25001-50000;M;0;Partial College;Clerical;0;1
4380,04;1;13836;Germany;DE;Europe;8241;IN;2001-12-02 00:00:00.000;2001;12;2;1976-04-07 00:00:00.000;45;S;25001-50000;M;0;Partial College;Clerical;0;1
3242,83;1;13839;France;FR;Europe;15926;IN;2002-08-06 00:00:00.000;2002;8;6;1974-03-08 00:00:00.000;47;S;0-25000;M;0;Partial High School;Manual;0;2
3010,0325;1;13840;France;FR;Europe;4211;IN;2002-08-28 00:00:00.000;2002;8;28;1974-04-03 00:00:00.000;47;M;0-25000;M;0;Partial High School;Manual;1;2
6624,6;1;13841;United Kingdom;GB;Europe;12639;IN;2001-09-22 00:00:00.000;2001;9;22;1974-01-04 00:00:00.000;47;S;0-25000;M;0;Partial High School;Manual;0;2
4404,73;1;13842;Germany;DE;Europe;2609;IN;2001-12-16 00:00:00.000;2001;12;16;1974-07-16 00:00:00.000;47;S;0-25000;M;0;Partial High School;Manual;0;2
